Id LotShape LotArea OverallCond YrSold SalePrice
1447 IR1 26142 7 2010 157900.0
1448 Reg 10000 5 2007 240000.0
1449 Reg 11767 7 2007 112000.0
1450 Reg 1533 7 2006 92000.0
1451 Reg 9000 5 2009 136000.0
1452 Reg 9262 5 2009 287090.0
1453 Reg 3675 5 2006 145000.0
1454 Reg 17217 5 2006 84500.0
1455 Reg 7500 5 2009 185000.0
1456 Reg 7917 5 2007 175000.0
1457 Reg 13175 6 2010 210000.0
1458 Reg 9042 9 2010 266500.0
1459 Reg 9717 6 2010 142125.0
1460 Reg 9937 6 2008 147500.0
1461 Reg 11622 6 2010 169277.0525
1462 IR1 14267 6 2010 187758.39399999997
1463 IR1 13830 5 2010 183583.6836
1464 IR1 9978 6 2010 179317.4775
1465 IR1 5005 5 2010 150730.08
1466 IR1 10000 5 2010 177150.9892
1467 IR1 7980 7 2010 172070.6592
1468 IR1 8402 5 2010 175110.9565
1469 Reg 10176 5 2010 162011.6988
1470 Reg 8400 5 2010 160726.2478
1471 IR1 5858 5 2010 157933.2795
1472 Reg 1680 5 2010 145291.245
1473 Reg 1680 5 2010 159672.0176
1474 Reg 2280 6 2010 164167.5183
1475 Reg 2280 6 2010 150891.6382
1476 IR1 12858 5 2010 179460.9652
1477 IR1 12883 5 2010 185034.6289
1478 Reg 11520 5 2010 182352.1926
1479 IR1 14122 5 2010 183053.4582
1480 Reg 14300 5 2010 187823.3393
1481 Reg 13650 5 2010 186544.1143
1482 IR1 7132 5 2010 158230.7752
1483 IR1 18494 5 2010 190552.8293
1484 Reg 3203 5 2010 147183.6749
1485 IR1 13300 5 2010 185855.3009
1486 IR1 8577 5 2010 174350.4707
1487 IR2 17433 5 2010 201740.6207
1488 Reg 8987 5 2010 162986.3789
1489 Reg 9215 5 2010 162330.1991
1490 Reg 10440 5 2010 165845.9386
1491 Reg 11920 5 2010 180929.6229
1492 Reg 9800 5 2010 163481.5015
1493 IR1 15410 6 2010 187798.0767
1494 IR1 13143 5 2010 198822.1989
1495 Reg 11134 5 2010 194868.4099
1496 IR1 4835 5 2010 152605.2986
1497 Reg 3515 5 2010 147797.7028
1498 Reg 3215 5 2010 150521.969
1499 Reg 2544 5 2010 146991.6302
1500 Reg 2544 5 2010 150306.3078
1501 Reg 2980 5 2010 151164.3725
1502 IR1 2403 5 2010 151133.707
1503 IR1 12853 5 2010 156214.0425
1504 IR1 7379 5 2010 171992.7607
1505 Reg 8000 5 2010 173214.9125
1506 IR1 10456 6 2010 192429.1873
1507 Reg 10791 5 2010 190878.6951
1508 IR1 18837 5 2010 194542.5441
1509 Reg 9600 6 2010 191849.4391
1510 Reg 9600 5 2010 176363.7739
1511 Reg 9900 5 2010 176954.1854
1512 Reg 9680 6 2010 176521.217
1513 IR1 10600 5 2010 179436.7048
1514 IR1 13260 6 2010 220079.7568
1515 Reg 9724 7 2010 175502.9181
1516 Reg 17360 6 2010 188321.0738
1517 IR1 11380 8 2010 163276.3245
1518 Reg 8267 5 2010 185911.3663
1519 Reg 8197 5 2010 171392.831
1520 IR1 8050 5 2010 174418.207
1521 IR1 10725 5 2010 179682.7096
1522 Reg 10032 5 2010 179423.7516
1523 Reg 8382 5 2010 171756.9181
1524 Reg 10950 7 2010 166849.6382
1525 Reg 10895 6 2010 181122.1687
1526 Reg 13587 5 2010 170934.4627
1527 Reg 7898 7 2010 159738.2926
1528 Reg 8064 8 2010 174445.7596
1529 IR1 7635 6 2010 174706.3637
1530 Reg 9760 7 2010 164507.6725
1531 Reg 4800 5 2010 163602.5122
1532 Reg 4485 7 2010 154126.2702
1533 Reg 5805 7 2010 171104.8535
1534 Reg 6900 7 2010 167735.3927
1535 Reg 11851 7 2010 183003.6133
1536 Reg 8239 6 2010 172580.3812
1537 Reg 9656 2 2010 165407.8891
1538 Reg 9600 9 2010 176363.7739
1539 Reg 9000 9 2010 175182.9509
1540 Reg 9045 3 2010 190757.1778
1541 Reg 10560 7 2010 167186.9958
1542 Reg 5830 6 2010 167839.3768
1543 IR1 7793 7 2010 173912.4212
1544 Reg 5000 7 2010 154034.9174
1545 Reg 6000 7 2010 156002.9558
1546 Reg 6000 6 2010 168173.9433
1547 Reg 6360 6 2010 168882.4371
1548 Reg 6000 7 2010 168173.9433
1549 Reg 6240 7 2010 157580.1776
1550 Reg 6240 5 2010 181922.1526
1551 Reg 6120 5 2010 155134.2278
1552 Reg 8094 5 2010 188885.5733
1553 Reg 12900 8 2010 183963.193
1554 Reg 3068 8 2010 161298.7623
1555 IR1 15263 5 2010 188613.6676
1556 IR1 10632 3 2010 175080.1118
1557 Reg 9900 4 2010 174744.4003
1558 IR1 6001 5 2010 168175.9113
1559 IR1 6449 1 2010 182333.4726
1560 Reg 6048 7 2010 158307.2067
1561 Reg 10773 3 2010 193053.0555
1562 Reg 7800 7 2010 175031.09
1563 Reg 7832 5 2010 160713.2946
1564 IR1 7424 5 2010 173186.215
1565 Reg 11227 5 2010 191736.7598
1566 IR1 20062 7 2010 170401.63100000002
1567 Reg 9259 4 2010 164626.5779
1568 IR1 17082 5 2010 205469.4094
1569 Reg 18600 4 2010 209561.7842
1570 Reg 11479 7 2010 182271.5031
1571 Reg 9350 6 2010 178081.5494
1572 Reg 9525 7 2010 178425.9561
1573 IR2 17485 5 2010 162015.3185
1574 IR1 11200 3 2010 181722.4204
1575 Reg 11980 5 2010 156705.7302
1576 IR1 12361 7 2010 182902.4203
1577 Reg 7360 5 2010 157574.5954
1578 IR1 14235 8 2010 184380.7391
1579 Reg 11105 5 2010 169364.4692
1580 IR1 9337 5 2010 175846.1798
1581 IR1 15240 8 2010 189673.2953
1582 Reg 7480 6 2010 174401.3177
1583 Reg 10389 5 2010 179021.4487
1584 Reg 9375 5 2010 189196.8453
1585 Reg 4435 5 2010 139647.0957
1586 Reg 8777 6 2010 161468.1983
1587 Reg 8842 6 2010 171557.3232
1588 IR1 10044 6 2010 179447.36800000002
1589 Reg 11792 5 2010 169611.61899999998
1590 Reg 6305 6 2010 172088.8727
1591 Reg 6410 5 2010 171190.6241
1592 Reg 4853 6 2010 154850.5084
1593 Reg 7890 6 2010 158617.6557
1594 Reg 7200 6 2010 209258.3369
1595 Reg 9839 2 2010 177939.0276
1596 IR1 10452 6 2010 194631.1003
1597 Reg 15600 6 2010 213618.8716
1598 IR1 19645 6 2010 198342.5042
1599 IR1 3907 6 2010 138607.9715
1600 IR1 3907 5 2010 150778.959
1601 Reg 8154 5 2010 146966.2303
1602 Reg 9140 5 2010 162182.5962
1603 Reg 8712 7 2010 176825.94100000002
1604 IR1 3811 5 2010 152799.8124
1605 Reg 11050 5 2010 180322.3221
1606 Reg 9620 7 2010 177508.0272
1607 IR1 12760 5 2010 208029.6427
1608 IR1 11896 5 2010 181987.2825
1609 Reg 9803 5 2010 160172.728
1610 Reg 9802 5 2010 176761.3177
1611 Reg 15300 5 2010 176515.4975
1612 Reg 10114 5 2010 176270.4531
1613 Reg 11875 5 2010 183050.8463
1614 Reg 2394 6 2010 150011.1021
1615 Reg 1476 7 2010 159270.5378
1616 Reg 1900 4 2010 163419.6637
1617 Reg 1890 6 2010 163399.9833
1618 Reg 6953 7 2010 173364.1615
1619 Reg 12887 7 2010 169556.8359
1620 Reg 7700 2 2010 183690.59600000002
1621 Reg 10475 5 2010 176980.9149
1622 IR1 10544 5 2010 204773.3622
1623 Reg 9892 5 2010 174728.65600000002
1624 Reg 12961 5 2010 181873.4582
1625 IR1 13008 5 2009 177322.0008
1626 Reg 10200 5 2009 193927.93899999998
1627 IR1 10179 5 2009 181715.6227
1628 IR1 11792 5 2009 199270.8412
1629 Reg 8400 5 2009 177109.59
1630 IR1 7296 5 2009 153909.5783
1631 IR1 7380 5 2009 162931.2033
1632 IR1 8013 5 2009 166386.7567
1633 IR1 8923 5 2009 173719.3038
1634 Reg 7500 5 2009 179757.9257
1635 IR1 8803 5 2009 179007.60199999998
1636 Reg 7250 5 2009 180370.8086
1637 Reg 11900 6 2009 185102.6167
1638 IR1 13250 6 2009 198825.5635
1639 Reg 10928 6 2009 184294.576
1640 IR1 12388 7 2009 200443.7921
1641 Reg 11088 5 2009 181294.7845
1642 Reg 7000 5 2009 174354.3363
1643 Reg 7500 5 2009 172023.6778
1644 Reg 8470 5 2009 181666.9229
1645 IR1 9373 7 2009 179024.4913
1646 Reg 10140 6 2009 178324.1916
1647 IR1 11050 5 2009 184534.6767
1648 IR1 7830 5 2009 159397.2504
1649 IR1 8510 7 2009 178430.9667
1650 Reg 7038 6 2009 177743.7994
1651 Reg 9000 7 2009 179395.3055
1652 Reg 1680 5 2009 151713.3847
1653 Reg 1680 6 2009 151713.3847
1654 Reg 2308 5 2009 168434.978
1655 Reg 2280 5 2009 153999.1003
1656 Reg 2349 5 2009 164096.0974
1657 Reg 2364 5 2009 166335.40300000002
1658 Reg 2364 5 2009 163020.7254
1659 Reg 2104 6 2009 155862.5107
1660 Reg 10710 7 2009 182760.6511
1661 Reg 14257 5 2009 201912.2706
1662 Reg 12350 5 2009 185988.234
1663 Reg 12350 5 2009 183778.4489
1664 Reg 13693 5 2009 170935.8592
1665 Reg 11578 5 2009 184468.9084
1666 IR1 16870 5 2009 191569.0897
1667 IR3 23303 5 2009 232991.0256
1668 IR1 10367 5 2009 180980.7214
1669 IR1 10872 5 2009 164279.1305
1670 IR1 13514 5 2009 183859.4604
1671 IR1 12878 5 2009 185922.4657
1672 IR1 15274 5 2009 191742.7781
1673 IR1 13262 5 2009 199954.0725
1674 IR1 9658 5 2009 180690.2748
1675 IR1 6904 5 2009 163099.3096
1676 IR1 5122 5 2009 140791.9225
1677 IR1 10307 5 2009 166481.8665
1678 IR1 14836 5 2009 172080.4345
1679 IR1 15262 5 2009 191719.1617
1680 IR1 7390 5 2009 160741.0986
1681 Reg 6472 5 2009 157829.5469
1682 Reg 16770 5 2009 196896.7486
1683 Reg 3480 5 2009 159675.424
1684 Reg 10928 5 2009 182084.7909
1685 IR1 8918 5 2009 179233.9264
1686 Reg 3182 5 2009 155774.2709
1687 IR1 9434 5 2009 181354.3267
1688 IR1 7984 5 2009 179605.5637
1689 IR1 10125 5 2009 181609.3487
1690 IR1 8965 5 2009 178221.5316
1691 IR1 8174 5 2009 175559.9207
1692 IR1 12891 5 2009 200328.8228
1693 IR1 9734 5 2009 178630.0606
1694 IR1 8433 5 2009 177174.5352
1695 Reg 7750 5 2009 172515.6874
1696 IR2 15896 5 2009 204032.9929
1697 IR1 7848 6 2009 176023.2328
1698 Reg 12720 5 2009 202202.0733
1699 IR1 10750 5 2009 181734.4801
1700 Reg 9085 5 2009 183982.15899999999
1701 IR1 11692 5 2009 188007.9424
1702 IR1 11194 5 2009 185922.9668
1703 Reg 10206 5 2009 183978.5449
1704 Reg 10130 5 2009 177199.6186
1705 IR1 9139 5 2009 181878.64800000002
1706 Reg 11128 5 2009 173622.0887
1707 IR1 7993 5 2009 180728.1686
1708 Reg 8640 5 2009 176477.0266
1709 IR1 12606 5 2009 184282.2667
1710 Reg 7500 5 2009 162062.4754
1711 Reg 10603 5 2009 182550.07100000003
1712 Reg 8125 5 2009 180987.9496
1713 Reg 10625 5 2009 178173.7976
1714 IR1 8736 5 2009 179980.6359
1715 IR1 8127 5 2009 173257.6378
1716 Reg 9605 6 2009 177271.2911
1717 Reg 7500 5 2009 175338.3554
1718 Reg 7500 5 2009 177548.1405
1719 IR1 10628 5 2009 175969.9166
1720 IR1 10141 5 2009 175011.482
1721 Reg 13072 5 2009 185199.3726
1722 Reg 13072 5 2009 188514.0502
1723 Reg 12450 5 2009 185080.1453
1724 Reg 7328 5 2009 157304.4026
1725 IR1 11492 5 2009 194260.8595
1726 Reg 7703 6 2009 181262.33
1727 Reg 7175 5 2009 157003.2927
1728 Reg 9109 5 2009 182924.4994
1729 IR1 10274 7 2009 181902.5864
1730 Reg 8250 7 2009 188985.3717
1731 IR1 9750 5 2009 185290.9045
1732 IR1 8499 6 2009 177304.4258
1733 IR1 9079 5 2009 166274.9005
1734 IR1 9316 5 2009 177807.4205
1735 IR1 7791 8 2009 180330.6248
1736 Reg 7150 6 2009 179069.1122
1737 IR1 15676 8 2009 175943.3718
1738 Reg 11949 8 2009 185199.0506
1739 Reg 2880 5 2009 167350.9108
1740 IR1 3830 5 2009 149315.3119
1741 IR1 4217 5 2009 139010.8478
1742 Reg 2998 5 2009 155412.1518
1743 Reg 3768 5 2009 171308.31399999998
1744 IR1 14694 9 2009 176220.5433
1745 Reg 15417 5 2009 177643.435
1746 Reg 9600 5 2009 187222.6533
1747 IR1 12732 6 2009 185635.1321
1748 Reg 10400 7 2009 206492.5342
1749 Reg 9600 5 2009 181681.0211
1750 Reg 9000 5 2009 180500.1981
1751 IR1 13774 7 2009 206486.1709
1752 Reg 7130 6 2009 161334.3012
1753 Reg 9600 5 2009 176156.5583
1754 Reg 9600 5 2009 191642.2235
1755 Reg 16500 5 2009 191945.80800000002
1756 Reg 7436 7 2009 164146.30599999998
1757 Reg 8125 7 2009 179883.0571
1758 IR1 9450 5 2009 178071.1377
1759 IR1 13495 6 2009 188241.6379
1760 Reg 9350 6 2009 174559.6562
1761 IR1 10500 5 2009 182347.363
1762 IR1 8970 6 2009 191507.2519
1763 Reg 11475 6 2009 199751.8656
1764 Reg 9768 5 2009 162106.4161
1765 Reg 9900 5 2009 164575.9823
1766 IR1 10573 6 2009 179176.3522
1767 IR1 14695 8 2009 177327.4039
1768 Reg 8760 7 2009 177818.0838
1769 IR1 12285 6 2009 186965.204
1770 IR1 9240 8 2009 178762.7422
1771 Reg 8750 5 2009 183322.8661
1772 Reg 8750 5 2009 178903.2959
1773 Reg 10400 5 2009 186570.1294
1774 Reg 9482 4 2009 199144.2428
1775 IR1 8128 7 2009 172154.7133
1776 Reg 13070 5 2009 177444.0192
1777 Reg 8480 6 2009 166200.9381
1778 Reg 7626 8 2009 158995.7706
1779 Reg 9533 5 2009 168273.2825
1780 Reg 11419 7 2009 189680.4531
1781 Reg 9600 6 2009 181681.0211
1782 Reg 5470 5 2009 160277.1426
1783 Reg 10800 7 2009 197318.5472
1784 Reg 8146 8 2009 162228.9356
1785 Reg 10230 7 2009 187340.4555
1786 Reg 10410 5 2009 181065.34699999998
1787 Reg 7200 9 2009 190233.6091
1788 Reg 5400 5 2009 157929.5949
1789 Reg 10800 7 2009 168557.0019
1790 Reg 10800 5 2009 160805.5846
1791 Reg 9671 5 2009 221648.392
1792 Reg 10143 7 2009 180539.8808
1793 IR1 11500 4 2009 182105.6163
1794 Reg 8010 9 2009 166380.8526
1795 IR1 10454 6 2009 178942.1556
1796 IR1 9000 6 2009 162804.7478
1797 Reg 8064 5 2009 183077.6844
1798 Reg 7350 6 2009 171728.47199999998
1799 Reg 7200 7 2009 164786.7415
1800 Reg 8000 5 2009 177427.2672
1801 Reg 10800 7 2009 197318.5472
1802 Reg 8064 7 2009 178658.1142
1803 Reg 7570 5 2009 185437.3205
1804 IR1 8604 7 2009 169759.6525
1805 Reg 7936 6 2009 173986.6351
1806 Reg 4080 8 2009 168607.6643
1807 Reg 10307 5 2009 194138.5191
1808 Reg 15660 8 2009 192502.4409
1809 Reg 9900 8 2009 176746.9698
1810 Reg 6406 6 2009 177604.8917
1811 Reg 7627 6 2009 193283.7466
1812 Reg 10134 5 2009 181627.06100000002
1813 Reg 6000 7 2009 169071.6203
1814 Reg 7404 6 2009 167398.0065
1815 Reg 5925 4 2009 150106.5051
1816 Reg 8520 8 2009 159650.3043
1817 Reg 9600 4 2009 179471.236
1818 Reg 8400 7 2009 177109.59
1819 Reg 3600 7 2009 166558.1133
1820 Reg 3300 3 2009 153796.7143
1821 Reg 5400 6 2009 174520.1526
1822 Reg 9720 7 2009 196297.9583
1823 Reg 9392 3 2009 169100.6816
1824 Reg 6615 6 2009 176911.3192
1825 Reg 4960 7 2009 169234.6455
1826 Reg 6000 5 2009 172386.2979
1827 Reg 6120 6 2009 156031.9048
1828 Reg 6120 6 2009 168202.8923
1829 Reg 8635 5 2009 166505.984
1830 Reg 8094 6 2009 176507.3702
1831 Reg 9928 8 2009 180116.7526
1832 Reg 3000 1 2009 183072.7406
1833 Reg 6876 5 2009 189595.9647
1834 IR2 5775 7 2009 167523.9191
1835 IR3 5852 5 2009 210817.7759
1836 Reg 5160 6 2009 172942.9308
1837 Reg 5160 6 2009 145286.2781
1838 Reg 10320 7 2009 176468.6534
1839 IR1 4280 9 2009 159040.0696
1840 Reg 10800 5 2009 178518.2043
1841 IR1 10547 5 2009 169163.9808
1842 Reg 9780 3 2009 189786.6853
1843 Reg 11625 6 2009 181246.7285
1844 IR1 8014 5 2009 176349.9272
1845 Reg 15400 5 2009 205266.63100000002
1846 Reg 15312 5 2009 187397.9934
1847 Reg 15584 5 2009 208943.4277
1848 Reg 9000 2 2009 165014.5329
1849 IR1 15635 5 2009 182492.0376
1850 Reg 9571 5 2009 161718.7126
1851 Reg 9350 7 2009 180084.1189
1852 Reg 7440 6 2009 178534.9508
1853 Reg 4235 5 2009 151217.26
1854 IR1 10778 6 2009 156342.7176
1855 IR1 19255 5 2009 188511.4438
1856 Reg 10560 5 2009 183570.3379
1857 Reg 26400 7 2009 225810.1603
1858 Reg 7018 5 2009 214217.4011
1859 Reg 7018 5 2009 187665.641
1860 Reg 7040 5 2009 161157.1777
1861 Reg 7007 5 2009 187643.9926
1862 Reg 11855 5 2009 228156.3728
1863 Reg 7939 5 2009 220449.5347
1864 Reg 7976 5 2009 220522.3521
1865 Reg 10933 5 2009 156647.7635
1866 IR1 10816 5 2009 187388.8334
1867 Reg 9178 5 2009 178640.7238
1868 IR1 11422 5 2009 180847.2167
1869 Reg 6762 5 2009 159505.1705
1870 IR1 10324 5 2009 164305.538
1871 Reg 11645 5 2009 180181.1967
1872 IR1 11646 5 2009 184602.735
1873 IR1 16698 5 2009 193440.3722
1874 Reg 9757 7 2009 184199.7882
1875 IR2 14753 5 2009 196241.8929
1876 Reg 8750 5 2009 175588.6183
1877 IR1 10739 5 2009 179503.0465
1878 Reg 11166 5 2009 183658.0766
1879 IR1 16269 5 2009 193700.9763
1880 IR1 6950 7 2009 165399.6245
1881 Reg 11664 5 2009 186847.9448
1882 IR1 12334 5 2009 198127.7329
1883 Reg 8749 5 2009 183320.8981
1884 Reg 11250 5 2009 181613.6067
1885 Reg 15750 5 2009 178298.7918
1886 Reg 12782 5 2009 185733.53399999999
1887 Reg 8750 5 2009 180008.1885
1888 Reg 10200 5 2009 175127.5962
1889 Reg 11069 5 2009 183467.1769
1890 Reg 10682 6 2009 182705.546
1891 Reg 3675 5 2009 152324.9436
1892 Reg 6410 5 2009 169878.516
1893 Reg 11767 5 2009 183735.9751
1894 Reg 10926 5 2009 224118.2801
1895 Reg 11767 5 2009 169355.2025
1896 Reg 8212 6 2009 180054.2764
1897 Reg 6300 4 2009 174081.60199999998
1898 Reg 5707 6 2009 168494.985
1899 Reg 8574 8 2009 181871.5988
1900 Reg 7155 8 2009 173554.4897
1901 Reg 13680 6 2009 169805.3822
1902 IR1 14680 4 2009 176192.9907
1903 IR1 8145 6 2009 204264.3928
1904 Reg 9100 6 2009 169630.907
1905 IR1 13339 6 2009 185724.8388
1906 Reg 15600 7 2009 195699.0363
1907 Reg 17500 5 2009 189494.2762
1908 Reg 1733 6 2009 149607.9057
1909 Reg 1488 6 2009 154650.199
1910 Reg 1612 6 2009 151579.5581
1911 IR1 13607 6 2009 185147.3805
1912 Reg 17597 9 2009 196314.5312
1913 Reg 8660 6 2009 210802.3954
1914 Reg 10200 6 2009 166271.2864
1915 IR1 3843 5 2009 154865.3591
1916 Reg 21780 4 2009 173575.5053
1917 Reg 10125 5 2009 179399.5636
1918 Reg 9750 6 2009 164280.7766
1919 Reg 9360 7 2009 171247.4895
1920 Reg 11070 5 2009 166878.5872
1921 IR1 13438 5 2009 188129.4597
1922 IR1 14463 5 2009 183517.3437
1923 IR1 9839 8 2009 175522.0269
1924 IR1 14419 5 2009 190060.1053
1925 IR1 9157 5 2009 174179.8248
1926 IR1 12633 5 2009 171059.5237
1927 IR1 12518 7 2009 183004.1868
1928 IR1 13383 5 2009 183601.6474
1929 IR1 7689 8 2009 163539.3272
1930 Reg 7706 5 2009 164677.6764
1931 Reg 7669 6 2009 162395.0739
1932 Reg 10429 5 2009 182207.6323
1933 IR1 10457 7 2009 192223.9398
1934 IR1 8702 5 2008 176391.8294
1935 Reg 8139 5 2008 181913.1791
1936 IR1 9535 5 2008 179136.0979
1937 IR2 15038 5 2008 196595.5682
1938 IR1 14137 5 2008 194822.3657
1939 IR1 6264 5 2008 148356.6694
1940 IR1 5070 5 2008 160387.6043
1941 IR1 11184 5 2008 181276.5006
1942 Reg 14067 5 2008 192474.8179
1943 IR1 5950 5 2008 157699.9078
1944 IR1 13543 5 2008 215785.5408
1945 IR1 15401 5 2008 181824.301
1946 IR1 31220 2 2008 221813.0095
1947 Reg 8118 5 2008 165281.2926
1948 IR1 47280 5 2008 255629.4905
1949 IR1 12680 6 2008 173154.59100000001
1950 IR1 10825 7 2008 183884.6525
1951 IR1 18559 5 2008 200210.3536
1952 Reg 14450 5 2008 186599.2213
1953 Reg 13068 5 2008 192718.5327
1954 Reg 10400 6 2008 178628.66600000003
1955 Reg 9743 6 2008 180650.3424
1956 IR1 12511 7 2008 206003.1079
1957 Reg 10400 5 2008 166457.6784
1958 IR1 14311 5 2008 202916.2217
1959 Reg 9000 5 2008 192463.97
1960 Reg 10295 6 2008 171775.4972
1961 Reg 7560 5 2008 175249.2221
1962 Reg 1680 5 2008 147086.5989
1963 Reg 1890 6 2008 149709.6721
1964 Reg 1680 5 2008 171411.4045
1965 Reg 2308 6 2008 178188.9648
1966 Reg 2529 6 2008 156491.7114
1967 Reg 12704 5 2008 180953.2412
1968 Reg 13693 5 2008 203909.7591
1969 IR1 14418 5 2008 175470.1491
1970 Reg 13418 5 2008 205578.3336
1971 Reg 12539 5 2008 199428.8577
1972 IR1 12151 5 2008 187599.1639
1973 Reg 8899 5 2008 192265.1981
1974 IR1 10574 5 2008 196666.5549
1975 Reg 12720 5 2008 155537.8623
1976 IR1 10845 5 2008 169543.2406
1977 Reg 16900 5 2008 202487.0102
1978 IR1 16451 5 2008 208232.7163
1979 IR1 10110 5 2008 173621.1952
1980 IR3 12304 5 2008 172414.6086
1981 IR1 8232 5 2008 164400.7564
1982 Reg 6240 5 2008 160480.424
1983 Reg 6240 5 2008 156060.8538
1984 Reg 2448 5 2008 157437.1928
1985 Reg 3940 5 2008 158163.7209
1986 Reg 3940 5 2008 154849.0433
1987 Reg 3710 5 2008 152186.6093
1988 IR1 9024 5 2008 180340.2154
1989 IR1 8010 5 2008 178344.6245
1990 IR1 8396 5 2008 190170.3823
1991 IR1 7301 6 2008 168092.9755
1992 IR1 8220 5 2008 178757.9126
1993 Reg 7750 5 2008 174518.2569
1994 IR1 12460 5 2008 198168.4901
1995 IR1 8390 5 2008 176882.694
1996 Reg 9660 5 2008 183801.6729
1997 Reg 11000 5 2008 196400.0467
1998 IR1 11675 5 2008 172281.605
1999 IR1 10990 5 2008 196380.3663
2000 IR1 11929 7 2008 198228.3543
2001 Reg 10010 5 2008 195556.5813
2002 IR1 13253 5 2008 186453.2645
2003 Reg 9801 5 2008 181869.3812
2004 Reg 9428 5 2008 175610.8401
2005 Reg 10037 5 2008 183438.7308
2006 Reg 8640 5 2008 179584.4887
2007 Reg 10625 5 2008 182386.1522
2008 Reg 7500 5 2008 160750.3672
2009 Reg 10110 5 2008 182477.505
2010 Reg 12774 5 2008 187720.3592
2011 Reg 13072 5 2008 187201.9421
2012 Reg 9260 5 2008 176385.1022
2013 IR1 8453 5 2008 175901.7878
2014 IR1 8480 5 2008 182584.2802
2015 IR2 14565 5 2008 195664.6861
2016 Reg 8450 5 2008 181420.3465
2017 Reg 8285 5 2008 176676.05
2018 Reg 9100 5 2008 181594.6789
2019 Reg 8100 8 2008 178521.74800000002
2020 Reg 8450 5 2008 175895.8837
2021 Reg 6360 5 2008 168468.0059
2022 Reg 19508 5 2008 200973.1294
2023 Reg 10759 4 2008 197030.642
2024 IR1 9205 5 2008 192867.4178
2025 Reg 11025 5 2008 196449.2476
2026 IR1 3435 5 2008 141684.1964
2027 Reg 3180 5 2008 153353.3341
2028 Reg 3180 5 2008 151143.549
2029 Reg 2280 5 2008 163753.0871
2030 IR1 4765 5 2008 158682.46
2031 IR1 4538 5 2008 144959.8353
2032 IR1 4385 5 2008 160144.3905
2033 IR1 4109 5 2008 156286.5343
2034 Reg 2160 5 2008 165726.7076
2035 IR1 10646 5 2008 182427.48100000003
2036 Reg 2645 5 2008 173310.5615
2037 Reg 2645 5 2008 173310.5615
2038 IR1 3951 5 2008 151556.014
2039 IR2 11064 5 2008 158908.1461
2040 IR1 24572 3 2008 209834.3831
2041 Reg 16280 9 2008 192410.5166
2042 Reg 7500 5 2008 174026.2473
2043 IR1 11104 6 2008 195499.8301
2044 Reg 11050 5 2008 200918.0188
2045 IR1 15387 7 2008 207243.616
2046 Reg 9750 6 2008 196149.7839
2047 Reg 8814 6 2008 192097.9149
2048 Reg 8125 7 2008 178570.9489
2049 IR1 11072 5 2008 228617.9683
2050 IR1 13355 6 2008 199929.8844
2051 IR1 7785 5 2008 160206.3656
2052 Reg 9900 5 2008 179854.4319
2053 IR1 11332 7 2008 185987.3405
2054 IR1 4882 7 2008 161122.5056
2055 Reg 9600 6 2008 175949.3427
2056 Reg 9600 8 2008 183683.5906
2057 Reg 7584 5 2008 176401.3476
2058 Reg 14670 7 2008 205832.5325
2059 Reg 8856 4 2008 177799.7998
2060 Reg 9840 7 2008 167565.3621
2061 IR1 13200 6 2008 186348.9584
2062 Reg 10425 5 2008 179782.7595
2063 Reg 11556 6 2008 169837.6233
2064 IR1 9373 6 2008 178817.2757
2065 Reg 12774 5 2008 174444.4791
2066 Reg 14250 5 2008 192834.9689
2067 Reg 8838 3 2008 196564.718
2068 Reg 12436 5 2008 206977.56699999998
2069 Reg 10122 6 2008 157054.2539
2070 Reg 7506 8 2008 175142.9481
2071 Reg 5400 7 2008 159932.1644
2072 Reg 10836 5 2008 182801.4083
2073 IR1 10180 6 2008 181510.3752
2074 IR1 11355 7 2008 181613.0351
2075 IR1 12929 6 2008 186920.5126
2076 Reg 7200 7 2008 157950.1706
2077 Reg 8000 6 2008 176115.15899999999
2078 Reg 8000 5 2008 182744.5143
2079 Reg 8064 6 2008 180660.6837
2080 Reg 6390 7 2008 160775.6298
2081 Reg 7200 5 2008 186711.7158
2082 Reg 8513 5 2008 223581.7582
2083 Reg 7200 6 2008 172330.9432
2084 Reg 7200 7 2008 163474.6334
2085 Reg 7590 5 2008 175308.2633
2086 Reg 9836 5 2008 187462.7253
2087 Reg 9184 7 2008 180655.1015
2088 Reg 4800 5 2008 152121.986
2089 Reg 4800 4 2008 159856.2339
2090 Reg 6000 7 2008 186559.8549
2091 Reg 11426 6 2008 183962.551
2092 Reg 7628 6 2008 162107.1687
2093 Reg 7308 5 2008 162582.289
2094 Reg 5400 6 2008 154407.7016
2095 Reg 10800 6 2008 181625.6664
2096 Reg 6756 6 2008 164810.6095
2097 Reg 5914 9 2008 176429.4012
2098 Reg 9000 6 2008 179188.0899
2099 Reg 7311 5 2008 145997.6354
2100 Reg 12205 1 2008 218676.7683
2101 Reg 9142 5 2008 188323.8612
2102 Reg 5350 8 2008 168690.0723
2103 Reg 9143 7 2008 165088.7468
2104 Reg 9600 5 2008 191435.0079
2105 Reg 6000 9 2008 168864.4047
2106 Reg 11340 1 2008 176041.8824
2107 Reg 10800 7 2008 215911.6744
2108 Reg 9750 6 2008 167388.2386
2109 Reg 8516 6 2008 163854.7868
2110 IR1 7111 7 2008 163299.478
2111 IR1 7425 7 2008 178298.2146
